time,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask
2015-05-07 02 PM,1.21234,1.21567,1.21220,1.21497,1.21252,1.21585,1.21240,1.21515
2015-05-07 03 PM,1.21501,1.21570,1.21353,1.21390,1.21521,1.21594,1.21374,1.21411
2015-05-07 04 PM,1.21393,1.21523,1.21353,1.21504,1.21413,1.21544,1.21372,1.21523
2015-05-07 05 PM,1.21506,1.21622,1.21437,1.21537,1.21521,1.21643,1.21458,1.21559
2015-05-07 06 PM,1.21539,1.21617,1.21289,1.21354,1.21561,1.21638,1.21313,1.21379
2015-05-07 07 PM,1.21350,1.21364,1.21174,1.21199,1.21374,1.21386,1.21193,1.21219
2015-05-07 08 PM,1.21196,1.21333,1.21126,1.21270,1.21216,1.21354,1.21146,1.21303
2015-05-07 09 PM,1.21149,1.21249,1.20915,1.21092,1.21349,1.21449,1.21020,1.21145
2015-05-07 10 PM,1.21090,1.21114,1.21011,1.21067,1.21142,1.21166,1.21041,1.21104
2015-05-07 11 PM,1.21061,1.21100,1.20989,1.21050,1.21098,1.21131,1.21017,1.21072
2015-05-08,1.21051,1.21103,1.21010,1.21062,1.21072,1.21137,1.21038,1.21081
2015-05-08 01 AM,1.21059,1.21101,1.21006,1.21023,1.21082,1.21127,1.21032,1.21042
2015-05-08 02 AM,1.21021,1.21105,1.20929,1.21041,1.21044,1.21133,1.20956,1.21067
2015-05-08 03 AM,1.21043,1.21160,1.21039,1.21120,1.21069,1.21185,1.21064,1.21143
2015-05-08 04 AM,1.21119,1.21169,1.20983,1.21044,1.21144,1.21195,1.21006,1.21070
2015-05-08 05 AM,1.21045,1.21190,1.20971,1.21164,1.21070,1.21223,1.20997,1.21197
2015-05-08 06 AM,1.21166,1.21203,1.21043,1.21047,1.21197,1.21226,1.21066,1.21066
2015-05-08 07 AM,1.21047,1.21100,1.20958,1.21026,1.21068,1.21126,1.20982,1.21049
2015-05-08 08 AM,1.21022,1.21072,1.20941,1.20941,1.21045,1.21095,1.20961,1.20961
2015-05-08 09 AM,1.20941,1.21044,1.20874,1.20954,1.20963,1.21068,1.20898,1.20975
2015-05-08 10 AM,1.20952,1.21065,1.20871,1.21060,1.20976,1.21089,1.20895,1.21081
2015-05-08 11 AM,1.21060,1.21177,1.20942,1.21168,1.21082,1.21201,1.20966,1.21189
2015-05-08 12 PM,1.21169,1.21440,1.20385,1.20889,1.21187,1.21465,1.20484,1.20916
2015-05-08 01 PM,1.20890,1.21220,1.20665,1.21112,1.20916,1.21242,1.20684,1.21146
2015-05-08 02 PM,1.21112,1.21451,1.21112,1.21335,1.21145,1.21471,1.21145,1.21352
2015-05-08 03 PM,1.21332,1.21371,1.20800,1.20859,1.21349,1.21389,1.20821,1.20879
2015-05-08 04 PM,1.20862,1.20936,1.20826,1.20936,1.20877,1.20954,1.20845,1.20954
2015-05-08 05 PM,1.20940,1.20977,1.20634,1.20757,1.20958,1.21000,1.20655,1.20776
2015-05-08 06 PM,1.20755,1.21007,1.20751,1.20924,1.20776,1.21029,1.20771,1.20948
2015-05-08 07 PM,1.20918,1.20936,1.20845,1.20864,1.20946,1.20954,1.20864,1.20882
2015-05-08 08 PM,1.20859,1.20973,1.20678,1.20703,1.20879,1.21007,1.20759,1.20834
2015-05-10 09 PM,1.20766,1.20863,1.20679,1.20863,1.20843,1.20922,1.20841,1.20899
2015-05-10 10 PM,1.20863,1.20930,1.20842,1.20911,1.20900,1.20961,1.20880,1.20943
2015-05-10 11 PM,1.20913,1.20939,1.20890,1.20892,1.20942,1.20970,1.20913,1.20914
2015-05-11,1.20891,1.21005,1.20792,1.20972,1.20914,1.21032,1.20821,1.20999
2015-05-11 01 AM,1.20977,1.21053,1.20941,1.20978,1.21003,1.21078,1.20965,1.21006
2015-05-11 02 AM,1.20979,1.21170,1.20961,1.21151,1.21005,1.21198,1.20984,1.21174
2015-05-11 03 AM,1.21151,1.21299,1.21144,1.21245,1.21175,1.21322,1.21171,1.21271
2015-05-11 04 AM,1.21244,1.21280,1.21227,1.21231,1.21272,1.21305,1.21250,1.21254
2015-05-11 05 AM,1.21234,1.21326,1.21186,1.21278,1.21261,1.21351,1.21212,1.21303
2015-05-11 06 AM,1.21279,1.21326,1.21115,1.21128,1.21303,1.21346,1.21137,1.21152
2015-05-11 07 AM,1.21129,1.21361,1.21113,1.21261,1.21152,1.21382,1.21133,1.21284
2015-05-11 08 AM,1.21263,1.21365,1.21249,1.21330,1.21284,1.21387,1.21272,1.21353
2015-05-11 09 AM,1.21336,1.21435,1.21295,1.21409,1.21356,1.21459,1.21318,1.21430
2015-05-11 10 AM,1.21412,1.21419,1.21238,1.21253,1.21437,1.21446,1.21264,1.21279
2015-05-11 11 AM,1.21260,1.21272,1.21093,1.21137,1.21282,1.21295,1.21116,1.21160
2015-05-11 12 PM,1.21137,1.21176,1.20876,1.20970,1.21159,1.21199,1.20899,1.20993
2015-05-11 01 PM,1.20968,1.21012,1.20713,1.20744,1.20994,1.21029,1.20733,1.20765
2015-05-11 02 PM,1.20745,1.20863,1.20642,1.20863,1.20764,1.20885,1.20660,1.20885
2015-05-11 03 PM,1.20865,1.21129,1.20725,1.21061,1.20883,1.21147,1.20744,1.21081
2015-05-11 04 PM,1.21066,1.21108,1.20915,1.21030,1.21085,1.21129,1.20937,1.21052
2015-05-11 05 PM,1.21031,1.21031,1.20858,1.20869,1.21052,1.21052,1.20875,1.20888
2015-05-11 06 PM,1.20868,1.20977,1.20792,1.20942,1.20889,1.20997,1.20812,1.20965
2015-05-11 07 PM,1.20937,1.21096,1.20911,1.21086,1.20961,1.21119,1.20937,1.21103
2015-05-11 08 PM,1.21082,1.21087,1.20875,1.20989,1.21101,1.21104,1.20972,1.21021
2015-05-11 09 PM,1.20957,1.20973,1.20932,1.20955,1.21029,1.21029,1.20968,1.21003
2015-05-11 10 PM,1.20959,1.20981,1.20935,1.20979,1.20997,1.21026,1.20965,1.21007
2015-05-11 11 PM,1.20980,1.21015,1.20944,1.20944,1.21007,1.21041,1.20967,1.20967
2015-05-12,1.20942,1.21062,1.20942,1.21035,1.20968,1.21087,1.20966,1.21055
2015-05-12 01 AM,1.21037,1.21057,1.20969,1.20969,1.21063,1.21083,1.20992,1.20992
2015-05-12 02 AM,1.20969,1.20992,1.20857,1.20903,1.20994,1.21017,1.20881,1.20926
2015-05-12 03 AM,1.20908,1.20936,1.20869,1.20917,1.20929,1.20958,1.20892,1.20939
2015-05-12 04 AM,1.20910,1.20932,1.20856,1.20883,1.20937,1.20957,1.20880,1.20905
2015-05-12 05 AM,1.20883,1.20931,1.20809,1.20905,1.20906,1.20955,1.20833,1.20926
2015-05-12 06 AM,1.20908,1.21019,1.20835,1.20873,1.20931,1.21042,1.20858,1.20892
2015-05-12 07 AM,1.20873,1.20909,1.20699,1.20756,1.20893,1.20930,1.20722,1.20779
2015-05-12 08 AM,1.20754,1.20834,1.20565,1.20569,1.20777,1.20856,1.20591,1.20593
2015-05-12 09 AM,1.20567,1.20628,1.20458,1.20459,1.20594,1.20655,1.20483,1.20483
2015-05-12 10 AM,1.20455,1.20479,1.20320,1.20361,1.20478,1.20503,1.20342,1.20383
2015-05-12 11 AM,1.20367,1.20463,1.20244,1.20415,1.20387,1.20486,1.20265,1.20436
2015-05-12 12 PM,1.20416,1.20513,1.20268,1.20292,1.20438,1.20537,1.20290,1.20313
2015-05-12 01 PM,1.20295,1.20604,1.20255,1.20335,1.20319,1.20622,1.20271,1.20358
2015-05-12 02 PM,1.20335,1.20348,1.19924,1.19952,1.20357,1.20368,1.19942,1.19972
2015-05-12 03 PM,1.19953,1.20057,1.19824,1.19879,1.19972,1.20078,1.19846,1.19898
2015-05-12 04 PM,1.19878,1.19961,1.19786,1.19787,1.19900,1.19981,1.19806,1.19807
2015-05-12 05 PM,1.19785,1.20008,1.19777,1.19945,1.19801,1.20028,1.19798,1.19964
2015-05-12 06 PM,1.19945,1.20050,1.19896,1.19944,1.19966,1.20072,1.19915,1.19965
2015-05-12 07 PM,1.19946,1.20164,1.19944,1.20159,1.19965,1.20183,1.19965,1.20177
2015-05-12 08 PM,1.20157,1.20226,1.20108,1.20174,1.20180,1.20251,1.20140,1.20206
2015-05-12 09 PM,1.20178,1.20183,1.19995,1.20007,1.20213,1.20285,1.20062,1.20062
2015-05-12 10 PM,1.20010,1.20073,1.20003,1.20060,1.20056,1.20116,1.20043,1.20092
2015-05-12 11 PM,1.20060,1.20071,1.20013,1.20048,1.20093,1.20102,1.20042,1.20074
2015-05-13,1.20051,1.20102,1.19965,1.20055,1.20077,1.20124,1.19990,1.20084
2015-05-13 01 AM,1.20052,1.20164,1.20013,1.20145,1.20078,1.20188,1.20042,1.20171
2015-05-13 02 AM,1.20149,1.20196,1.20082,1.20143,1.20176,1.20222,1.20109,1.20166
2015-05-13 03 AM,1.20143,1.20191,1.20066,1.20180,1.20167,1.20216,1.20091,1.20203
2015-05-13 04 AM,1.20179,1.20201,1.20129,1.20193,1.20203,1.20225,1.20155,1.20218
2015-05-13 05 AM,1.20191,1.20227,1.20136,1.20220,1.20216,1.20248,1.20180,1.20241
2015-05-13 06 AM,1.20219,1.20277,1.20141,1.20147,1.20242,1.20300,1.20162,1.20170
2015-05-13 07 AM,1.20150,1.20190,1.19979,1.19987,1.20172,1.20209,1.20001,1.20007
2015-05-13 08 AM,1.19989,1.20034,1.19716,1.19821,1.20006,1.20059,1.19735,1.19846
2015-05-13 09 AM,1.19822,1.19911,1.19657,1.19721,1.19846,1.19934,1.19677,1.19741
2015-05-13 10 AM,1.19720,1.19849,1.19698,1.19775,1.19741,1.19873,1.19721,1.19800
2015-05-13 11 AM,1.19773,1.19778,1.19686,1.19747,1.19793,1.19798,1.19707,1.19765
2015-05-13 12 PM,1.19750,1.19785,1.19270,1.19491,1.19767,1.19845,1.19296,1.19509
2015-05-13 01 PM,1.19487,1.19807,1.19433,1.19571,1.19506,1.19824,1.19452,1.19601
2015-05-13 02 PM,1.19571,1.19775,1.19331,1.19774,1.19600,1.19794,1.19351,1.19794
2015-05-13 03 PM,1.19776,1.19796,1.19442,1.19501,1.19790,1.19814,1.19460,1.19519
2015-05-13 04 PM,1.19503,1.19568,1.19357,1.19360,1.19521,1.19587,1.19375,1.19379
2015-05-13 05 PM,1.19362,1.19535,1.19301,1.19471,1.19381,1.19556,1.19320,1.19492
2015-05-13 06 PM,1.19472,1.19727,1.19440,1.19710,1.19492,1.19744,1.19461,1.19730
2015-05-13 07 PM,1.19708,1.19754,1.19657,1.19660,1.19726,1.19770,1.19674,1.19677
2015-05-13 08 PM,1.19659,1.19676,1.19548,1.19553,1.19678,1.19748,1.19589,1.19598
2015-05-13 09 PM,1.19552,1.19603,1.19536,1.19570,1.19598,1.19656,1.19585,1.19608
2015-05-13 10 PM,1.19570,1.19580,1.19496,1.19507,1.19607,1.19635,1.19527,1.19532
2015-05-13 11 PM,1.19507,1.19591,1.19507,1.19562,1.19535,1.19614,1.19535,1.19590
2015-05-14,1.19562,1.19616,1.19522,1.19577,1.19589,1.19641,1.19548,1.19596
2015-05-14 01 AM,1.19576,1.19576,1.19401,1.19401,1.19597,1.19597,1.19427,1.19428
2015-05-14 02 AM,1.19403,1.19532,1.19372,1.19532,1.19425,1.19557,1.19393,1.19557
2015-05-14 03 AM,1.19533,1.19533,1.19325,1.19344,1.19557,1.19557,1.19349,1.19367
2015-05-14 04 AM,1.19338,1.19350,1.19247,1.19328,1.19364,1.19375,1.19273,1.19352
2015-05-14 05 AM,1.19330,1.19377,1.19242,1.19257,1.19352,1.19401,1.19262,1.19282
2015-05-14 06 AM,1.19259,1.19361,1.19189,1.19298,1.19282,1.19385,1.19212,1.19327
2015-05-14 07 AM,1.19297,1.19603,1.19214,1.19541,1.19325,1.19627,1.19237,1.19560
2015-05-14 08 AM,1.19540,1.19650,1.19456,1.19557,1.19562,1.19672,1.19481,1.19578
2015-05-14 09 AM,1.19556,1.19564,1.19315,1.19387,1.19578,1.19584,1.19338,1.19409
2015-05-14 10 AM,1.19385,1.19522,1.19371,1.19469,1.19410,1.19544,1.19395,1.19491
2015-05-14 11 AM,1.19472,1.19588,1.19446,1.19449,1.19496,1.19613,1.19468,1.19474
2015-05-14 12 PM,1.19452,1.19698,1.19298,1.19340,1.19475,1.19739,1.19343,1.19367
2015-05-14 01 PM,1.19342,1.19463,1.19243,1.19294,1.19365,1.19483,1.19262,1.19312
2015-05-14 02 PM,1.19292,1.19724,1.19255,1.19627,1.19306,1.19744,1.19275,1.19648
2015-05-14 03 PM,1.19630,1.20047,1.19528,1.19915,1.19644,1.20067,1.19547,1.19931
2015-05-14 04 PM,1.19909,1.20017,1.19873,1.20008,1.19929,1.20037,1.19891,1.20028
2015-05-14 05 PM,1.20013,1.20053,1.19884,1.19939,1.20030,1.20074,1.19906,1.19960
2015-05-14 06 PM,1.19939,1.19945,1.19817,1.19944,1.19959,1.19966,1.19840,1.19963
2015-05-14 07 PM,1.19945,1.20018,1.19848,1.19956,1.19962,1.20036,1.19866,1.19978
2015-05-14 08 PM,1.19957,1.19974,1.19769,1.19810,1.19978,1.19996,1.19843,1.19847
2015-05-14 09 PM,1.19837,1.19910,1.19780,1.19881,1.19876,1.19964,1.19840,1.19931
2015-05-14 10 PM,1.19880,1.19907,1.19810,1.19817,1.19929,1.19956,1.19840,1.19847
2015-05-14 11 PM,1.19817,1.19873,1.19811,1.19841,1.19845,1.19905,1.19834,1.19863
2015-05-15,1.19840,1.19960,1.19793,1.19894,1.19864,1.19984,1.19815,1.19915
2015-05-15 01 AM,1.19895,1.19991,1.19875,1.19984,1.19922,1.20015,1.19899,1.20008
2015-05-15 02 AM,1.19983,1.20043,1.19968,1.19994,1.20008,1.20069,1.19992,1.20018
2015-05-15 03 AM,1.19996,1.19996,1.19901,1.19905,1.20017,1.20018,1.19928,1.19931
2015-05-15 04 AM,1.19902,1.19952,1.19889,1.19930,1.19926,1.19984,1.19915,1.19959
2015-05-15 05 AM,1.19930,1.20054,1.19920,1.20027,1.19960,1.20078,1.19947,1.20048
2015-05-15 06 AM,1.20027,1.20053,1.19848,1.19861,1.20049,1.20078,1.19876,1.19881
2015-05-15 07 AM,1.19859,1.19994,1.19859,1.19969,1.19881,1.20017,1.19881,1.19988
2015-05-15 08 AM,1.19967,1.20156,1.19967,1.20109,1.19990,1.20175,1.19990,1.20130
2015-05-15 09 AM,1.20110,1.20155,1.20077,1.20123,1.20130,1.20176,1.20097,1.20139
2015-05-15 10 AM,1.20120,1.20263,1.20077,1.20255,1.20143,1.20287,1.20099,1.20275
2015-05-15 11 AM,1.20256,1.20316,1.20146,1.20316,1.20275,1.20337,1.20166,1.20336
2015-05-15 12 PM,1.20316,1.20536,1.20151,1.20429,1.20335,1.20560,1.20195,1.20455
2015-05-15 01 PM,1.20429,1.20666,1.20328,1.20491,1.20454,1.20685,1.20347,1.20544
2015-05-15 02 PM,1.20491,1.20491,1.19903,1.20063,1.20547,1.20550,1.19928,1.20081
2015-05-15 03 PM,1.20060,1.20329,1.19980,1.20084,1.20078,1.20359,1.20012,1.20104
2015-05-15 04 PM,1.20085,1.20287,1.20059,1.20256,1.20104,1.20310,1.20082,1.20284
2015-05-15 05 PM,1.20259,1.20434,1.20207,1.20270,1.20286,1.20461,1.20231,1.20297
2015-05-15 06 PM,1.20275,1.20381,1.20082,1.20086,1.20293,1.20399,1.20101,1.20109
2015-05-15 07 PM,1.20086,1.20239,1.20073,1.20195,1.20108,1.20263,1.20097,1.20222
2015-05-15 08 PM,1.20197,1.20241,1.20092,1.20112,1.20223,1.20304,1.20135,1.20161
2015-05-17 09 PM,1.20002,1.20158,1.19978,1.20127,1.20086,1.20265,1.20082,1.20210
2015-05-17 10 PM,1.20131,1.20244,1.20123,1.20192,1.20207,1.20282,1.20187,1.20223
2015-05-17 11 PM,1.20188,1.20219,1.20112,1.20139,1.20216,1.20252,1.20136,1.20169
2015-05-18,1.20146,1.20358,1.20138,1.20313,1.20171,1.20384,1.20163,1.20334
2015-05-18 01 AM,1.20312,1.20463,1.20284,1.20459,1.20335,1.20487,1.20304,1.20483
2015-05-18 02 AM,1.20459,1.20468,1.20377,1.20420,1.20482,1.20489,1.20398,1.20442
2015-05-18 03 AM,1.20419,1.20424,1.20365,1.20383,1.20443,1.20446,1.20387,1.20408
2015-05-18 04 AM,1.20385,1.20399,1.20289,1.20309,1.20408,1.20421,1.20315,1.20335
2015-05-18 05 AM,1.20310,1.20340,1.20213,1.20217,1.20337,1.20371,1.20244,1.20250
2015-05-18 06 AM,1.20216,1.20299,1.20184,1.20298,1.20251,1.20322,1.20204,1.20322
2015-05-18 07 AM,1.20298,1.20473,1.20250,1.20451,1.20321,1.20494,1.20274,1.20474
2015-05-18 08 AM,1.20446,1.20537,1.20384,1.20422,1.20470,1.20559,1.20402,1.20443
2015-05-18 09 AM,1.20415,1.20496,1.20363,1.20458,1.20441,1.20519,1.20385,1.20481
2015-05-18 10 AM,1.20463,1.20558,1.20396,1.20516,1.20485,1.20578,1.20417,1.20540
2015-05-18 11 AM,1.20522,1.20612,1.20484,1.20534,1.20543,1.20637,1.20507,1.20555
2015-05-18 12 PM,1.20532,1.20806,1.20511,1.20806,1.20553,1.20831,1.20534,1.20831
2015-05-18 01 PM,1.20812,1.21321,1.20812,1.21242,1.20834,1.21337,1.20834,1.21276
2015-05-18 02 PM,1.21245,1.21344,1.21087,1.21283,1.21279,1.21365,1.21106,1.21301
2015-05-18 03 PM,1.21286,1.21591,1.21271,1.21483,1.21307,1.21608,1.21291,1.21502
2015-05-18 04 PM,1.21487,1.21627,1.21400,1.21430,1.21508,1.21648,1.21418,1.21445
2015-05-18 05 PM,1.21429,1.21555,1.21386,1.21495,1.21446,1.21578,1.21403,1.21514
2015-05-18 06 PM,1.21494,1.21654,1.21476,1.21654,1.21515,1.21677,1.21496,1.21677
2015-05-18 07 PM,1.21660,1.21703,1.21565,1.21633,1.21680,1.21723,1.21586,1.21652
2015-05-18 08 PM,1.21628,1.21644,1.21576,1.21587,1.21648,1.21663,1.21603,1.21622
2015-05-18 09 PM,1.21589,1.21596,1.21510,1.21541,1.21644,1.21657,1.21571,1.21589
2015-05-18 10 PM,1.21541,1.21584,1.21495,1.21513,1.21591,1.21615,1.21532,1.21547
2015-05-18 11 PM,1.21514,1.21532,1.21443,1.21446,1.21546,1.21557,1.21468,1.21470
2015-05-19,1.21447,1.21649,1.21447,1.21604,1.21469,1.21673,1.21469,1.21626
2015-05-19 01 AM,1.21603,1.21700,1.21567,1.21664,1.21626,1.21726,1.21589,1.21691
2015-05-19 02 AM,1.21663,1.21674,1.21413,1.21463,1.21689,1.21698,1.21438,1.21486
2015-05-19 03 AM,1.21468,1.21492,1.21355,1.21356,1.21490,1.21516,1.21378,1.21378
2015-05-19 04 AM,1.21357,1.21406,1.21287,1.21346,1.21378,1.21431,1.21320,1.21368
2015-05-19 05 AM,1.21345,1.21382,1.21287,1.21321,1.21368,1.21406,1.21308,1.21342
2015-05-19 06 AM,1.21321,1.21556,1.21321,1.21439,1.21343,1.21576,1.21343,1.21461
2015-05-19 07 AM,1.21438,1.21817,1.21402,1.21701,1.21461,1.21840,1.21424,1.21724
2015-05-19 08 AM,1.21705,1.21855,1.21608,1.21792,1.21729,1.21877,1.21628,1.21816
2015-05-19 09 AM,1.21790,1.21969,1.21755,1.21817,1.21817,1.21992,1.21778,1.21843
2015-05-19 10 AM,1.21820,1.21897,1.21710,1.21735,1.21840,1.21919,1.21736,1.21758
2015-05-19 11 AM,1.21733,1.21781,1.21610,1.21720,1.21755,1.21802,1.21634,1.21743
2015-05-19 12 PM,1.21720,1.22204,1.21693,1.22158,1.21741,1.22229,1.21718,1.22183
2015-05-19 01 PM,1.22157,1.22419,1.22037,1.22337,1.22183,1.22440,1.22058,1.22365
2015-05-19 02 PM,1.22335,1.22492,1.22317,1.22444,1.22363,1.22509,1.22335,1.22464
2015-05-19 03 PM,1.22442,1.22470,1.22098,1.22125,1.22463,1.22486,1.22118,1.22143
2015-05-19 04 PM,1.22128,1.22287,1.22032,1.22250,1.22147,1.22304,1.22052,1.22271
2015-05-19 05 PM,1.22253,1.22378,1.22241,1.22274,1.22277,1.22397,1.22263,1.22294
2015-05-19 06 PM,1.22272,1.22324,1.22166,1.22203,1.22293,1.22345,1.22186,1.22222
2015-05-19 07 PM,1.22201,1.22331,1.22196,1.22304,1.22223,1.22352,1.22216,1.22331
2015-05-19 08 PM,1.22303,1.22326,1.22224,1.22303,1.22332,1.22353,1.22254,1.22341
2015-05-19 09 PM,1.22243,1.22277,1.22213,1.22270,1.22351,1.22384,1.22295,1.22309
2015-05-19 10 PM,1.22280,1.22306,1.22241,1.22282,1.22324,1.22336,1.22285,1.22315
2015-05-19 11 PM,1.22284,1.22313,1.22251,1.22280,1.22315,1.22338,1.22284,1.22301
2015-05-20,1.22278,1.22447,1.22271,1.22362,1.22302,1.22473,1.22297,1.22386
2015-05-20 01 AM,1.22362,1.22423,1.22237,1.22251,1.22387,1.22448,1.22260,1.22277
2015-05-20 02 AM,1.22252,1.22258,1.22175,1.22223,1.22276,1.22283,1.22196,1.22249
2015-05-20 03 AM,1.22220,1.22231,1.22153,1.22216,1.22244,1.22255,1.22179,1.22244
2015-05-20 04 AM,1.22215,1.22276,1.22178,1.22275,1.22245,1.22319,1.22204,1.22314
2015-05-20 05 AM,1.22276,1.22370,1.22203,1.22369,1.22313,1.22394,1.22226,1.22392
2015-05-20 06 AM,1.22368,1.22551,1.22303,1.22387,1.22394,1.22584,1.22327,1.22407
2015-05-20 07 AM,1.22386,1.22434,1.22286,1.22320,1.22408,1.22455,1.22306,1.22338
2015-05-20 08 AM,1.22319,1.22345,1.22216,1.22255,1.22340,1.22369,1.22238,1.22277
2015-05-20 09 AM,1.22254,1.22454,1.22254,1.22358,1.22277,1.22477,1.22277,1.22380
2015-05-20 10 AM,1.22358,1.22408,1.22129,1.22338,1.22381,1.22438,1.22154,1.22365
2015-05-20 11 AM,1.22337,1.22344,1.22081,1.22091,1.22363,1.22370,1.22104,1.22112
2015-05-20 12 PM,1.22095,1.22208,1.21945,1.22021,1.22116,1.22252,1.21970,1.22040
2015-05-20 01 PM,1.22021,1.22321,1.21993,1.22287,1.22041,1.22343,1.22012,1.22302
2015-05-20 02 PM,1.22285,1.22458,1.22215,1.22228,1.22305,1.22477,1.22232,1.22246
2015-05-20 03 PM,1.22231,1.22283,1.22063,1.22105,1.22244,1.22301,1.22083,1.22127
2015-05-20 04 PM,1.22110,1.22265,1.22026,1.22043,1.22132,1.22289,1.22048,1.22064
2015-05-20 05 PM,1.22046,1.22147,1.21852,1.21873,1.22069,1.22166,1.21881,1.21923
2015-05-20 06 PM,1.21877,1.22210,1.21645,1.21900,1.21943,1.22233,1.21710,1.21919
2015-05-20 07 PM,1.21895,1.22000,1.21781,1.21938,1.21914,1.22027,1.21804,1.21967
2015-05-20 08 PM,1.21937,1.22083,1.21928,1.22074,1.21968,1.22112,1.21955,1.22097
2015-05-20 09 PM,1.21944,1.22088,1.21883,1.22047,1.22103,1.22197,1.22013,1.22099
2015-05-20 10 PM,1.22048,1.22084,1.22004,1.22008,1.22098,1.22129,1.22031,1.22033
2015-05-20 11 PM,1.22007,1.22070,1.22005,1.22067,1.22034,1.22094,1.22028,1.22088
2015-05-21,1.22065,1.22066,1.21902,1.21937,1.22088,1.22088,1.21926,1.21963
2015-05-21 01 AM,1.21942,1.21999,1.21921,1.21987,1.21966,1.22028,1.21950,1.22010
2015-05-21 02 AM,1.21987,1.21987,1.21847,1.21896,1.22011,1.22011,1.21872,1.21921
2015-05-21 03 AM,1.21895,1.21957,1.21882,1.21939,1.21921,1.21980,1.21905,1.21961
2015-05-21 04 AM,1.21938,1.21940,1.21850,1.21868,1.21962,1.21964,1.21877,1.21894
2015-05-21 05 AM,1.21869,1.21928,1.21836,1.21912,1.21893,1.21951,1.21859,1.21933
2015-05-21 06 AM,1.21915,1.22004,1.21838,1.21846,1.21939,1.22026,1.21861,1.21870
2015-05-21 07 AM,1.21841,1.21947,1.21754,1.21881,1.21872,1.21970,1.21779,1.21905
2015-05-21 08 AM,1.21877,1.21927,1.21701,1.21710,1.21900,1.21951,1.21724,1.21733
2015-05-21 09 AM,1.21705,1.21942,1.21704,1.21939,1.21729,1.21964,1.21729,1.21963
2015-05-21 10 AM,1.21938,1.22023,1.21876,1.21970,1.21964,1.22046,1.21901,1.21992
2015-05-21 11 AM,1.21968,1.22194,1.21968,1.22150,1.21993,1.22219,1.21990,1.22171
2015-05-21 12 PM,1.22149,1.22404,1.22086,1.22346,1.22172,1.22424,1.22110,1.22364
2015-05-21 01 PM,1.22347,1.22419,1.22113,1.22331,1.22363,1.22437,1.22131,1.22420
2015-05-21 02 PM,1.22332,1.22372,1.22114,1.22165,1.22420,1.22427,1.22134,1.22185
2015-05-21 03 PM,1.22166,1.22170,1.21875,1.22018,1.22185,1.22187,1.21893,1.22035
2015-05-21 04 PM,1.22018,1.22056,1.21938,1.21976,1.22034,1.22078,1.21956,1.21994
2015-05-21 05 PM,1.21980,1.22071,1.21921,1.22055,1.21999,1.22093,1.21945,1.22078
2015-05-21 06 PM,1.22054,1.22058,1.21965,1.22025,1.22072,1.22079,1.21987,1.22042
2015-05-21 07 PM,1.22028,1.22124,1.22021,1.22070,1.22048,1.22146,1.22042,1.22090
2015-05-21 08 PM,1.22070,1.22103,1.21947,1.21978,1.22092,1.22128,1.22010,1.22010
2015-05-21 09 PM,1.21942,1.21995,1.21905,1.21980,1.22020,1.22045,1.21958,1.22030
2015-05-21 10 PM,1.21981,1.22015,1.21955,1.22002,1.22028,1.22055,1.21991,1.22034
2015-05-21 11 PM,1.22002,1.22002,1.21945,1.21970,1.22035,1.22037,1.21972,1.21996
2015-05-22,1.21968,1.21983,1.21896,1.21897,1.21998,1.22011,1.21921,1.21922
2015-05-22 01 AM,1.21898,1.21919,1.21820,1.21841,1.21924,1.21946,1.21842,1.21864
2015-05-22 02 AM,1.21841,1.21850,1.21779,1.21791,1.21865,1.21873,1.21804,1.21813
2015-05-22 03 AM,1.21794,1.21844,1.21744,1.21750,1.21816,1.21871,1.21769,1.21775
2015-05-22 04 AM,1.21748,1.21845,1.21719,1.21832,1.21773,1.21871,1.21743,1.21859
2015-05-22 05 AM,1.21828,1.21877,1.21796,1.21823,1.21855,1.21901,1.21820,1.21850
2015-05-22 06 AM,1.21819,1.21861,1.21732,1.21825,1.21844,1.21884,1.21758,1.21851
2015-05-22 07 AM,1.21832,1.21923,1.21786,1.21883,1.21854,1.21946,1.21811,1.21907
2015-05-22 08 AM,1.21883,1.22010,1.21869,1.21998,1.21906,1.22034,1.21894,1.22021
2015-05-22 09 AM,1.21993,1.22050,1.21920,1.21926,1.22018,1.22075,1.21946,1.21950
2015-05-22 10 AM,1.21926,1.22073,1.21912,1.22053,1.21952,1.22097,1.21937,1.22077
2015-05-22 11 AM,1.22052,1.22162,1.21970,1.21990,1.22075,1.22184,1.21995,1.22018
2015-05-22 12 PM,1.21989,1.22689,1.21864,1.22544,1.22019,1.22714,1.21957,1.22570
2015-05-22 01 PM,1.22546,1.22927,1.22546,1.22692,1.22568,1.22946,1.22568,1.22710
2015-05-22 02 PM,1.22693,1.22887,1.22693,1.22817,1.22709,1.22907,1.22709,1.22833
2015-05-22 03 PM,1.22816,1.22884,1.22765,1.22877,1.22834,1.22902,1.22782,1.22893
2015-05-22 04 PM,1.22879,1.23030,1.22855,1.23030,1.22898,1.23065,1.22876,1.23063
2015-05-22 05 PM,1.23035,1.23211,1.22931,1.23039,1.23070,1.23234,1.22955,1.23067
2015-05-22 06 PM,1.23038,1.23175,1.22976,1.23007,1.23059,1.23193,1.22997,1.23027
