time,AUD_USD,EUR_GBP,EUR_USD,GBP_USD,USD_CAD,USD_CHF,USD_JPY,year
2015-01-29 04:00:00,0.78856,0.74467,1.12749,1.5139,1.25236,0.91085,117.937,2015
2015-01-29 05:00:00,0.78666,0.74436,1.12683,1.5137,1.25267,0.91076,117.883,2015
2015-01-29 06:00:00,0.78727,0.74421,1.1273,1.51457,1.25281,0.91075,117.617,2015
2015-01-29 07:00:00,0.78684,0.74465,1.12813,1.5147,1.25375,0.9093,117.713,2015
2015-01-29 08:00:00,0.78705,0.74585,1.12875,1.51313,1.25192,0.91044,117.695,2015
2015-01-29 09:00:00,0.78303,0.74615,1.12872,1.51224,1.25308,0.91018,117.759,2015
2015-01-29 10:00:00,0.78193,0.74735,1.13148,1.51361,1.25253,0.9121,117.821,2015
2015-01-29 11:00:00,0.78005,0.74657,1.13057,1.51424,1.25393,0.92088,117.855,2015
2015-01-29 12:00:00,0.7789,0.74752,1.13106,1.51282,1.25454,0.91631,117.989,2015
2015-01-29 13:00:00,0.77724,0.74679,1.1296,1.51258,1.25448,0.91891,118.082,2015
2015-01-29 14:00:00,0.77841,0.74846,1.13226,1.51254,1.25297,0.91696,117.951,2015
2015-01-29 15:00:00,0.77776,0.74963,1.13343,1.51189,1.25562,0.91971,117.872,2015
2015-01-29 16:00:00,0.77875,0.75186,1.13358,1.50752,1.25704,0.91828,118.055,2015
2015-01-29 17:00:00,0.77567,0.75167,1.13073,1.50412,1.26417,0.92259,118.298,2015
2015-01-29 18:00:00,0.77247,0.7511,1.13029,1.50466,1.26491,0.92373,118.336,2015
2015-01-29 19:00:00,0.77462,0.75158,1.13077,1.50449,1.26208,0.92367,118.428,2015
2015-01-29 20:00:00,0.77565,0.75175,1.1312,1.50459,1.26157,0.92478,118.366,2015
2015-01-29 21:00:00,0.7764,0.75159,1.13237,1.50639,1.26097,0.92296,118.292,2015
2015-01-29 22:00:00,0.77565,0.75087,1.13167,1.50657,1.26153,0.92213,118.293,2015
2015-01-29 23:00:00,0.77677,0.75156,1.13267,1.50679,1.26184,0.92203,118.32,2015
2015-01-30 00:00:00,0.77806,0.75167,1.13328,1.50755,1.26121,0.92211,118.267,2015
2015-01-30 01:00:00,0.77859,0.7512,1.13262,1.50754,1.2617,0.92154,118.217,2015
2015-01-30 02:00:00,0.77848,0.7517,1.13322,1.5074,1.26193,0.92263,118.026,2015
2015-01-30 03:00:00,0.77709,0.75154,1.13295,1.50723,1.26291,0.92178,117.961,2015
2015-01-30 04:00:00,0.77832,0.75142,1.1326,1.50714,1.26286,0.92046,118.021,2015
2015-01-30 05:00:00,0.77791,0.75148,1.13269,1.50723,1.26247,0.92145,118.009,2015
2015-01-30 06:00:00,0.77903,0.75176,1.13386,1.50801,1.26161,0.92047,117.808,2015
2015-01-30 07:00:00,0.7774,0.75142,1.13334,1.50789,1.2636,0.9203,117.883,2015
2015-01-30 08:00:00,0.77786,0.75226,1.13349,1.50663,1.26411,0.92791,117.893,2015
2015-01-30 09:00:00,0.77678,0.75247,1.13404,1.50685,1.26575,0.92308,117.687,2015
2015-01-30 10:00:00,0.77602,0.7501,1.13081,1.50727,1.26586,0.92505,117.639,2015
2015-01-30 11:00:00,0.77499,0.75291,1.13517,1.50764,1.26532,0.92118,117.572,2015
2015-01-30 12:00:00,0.77764,0.7517,1.13361,1.50803,1.26596,0.9251,117.692,2015
2015-01-30 13:00:00,0.77763,0.7512,1.13051,1.50472,1.26621,0.9244,117.763,2015
2015-01-30 14:00:00,0.77422,0.75159,1.13171,1.50556,1.2778,0.92435,117.436,2015
2015-01-30 15:00:00,0.77481,0.75203,1.13021,1.5026,1.27631,0.92829,117.668,2015
2015-01-30 16:00:00,0.77886,0.75127,1.12831,1.50161,1.26769,0.91962,117.443,2015
2015-01-30 17:00:00,0.77609,0.75128,1.12893,1.50254,1.27158,0.92083,117.442,2015
2015-01-30 18:00:00,0.77617,0.75138,1.12864,1.50184,1.2723,0.91928,117.407,2015
2015-01-30 19:00:00,0.77598,0.75013,1.12835,1.50412,1.27298,0.92154,117.506,2015
2015-01-30 20:00:00,0.77806,0.74985,1.12912,1.50559,1.26805,0.91691,117.518,2015
2015-01-30 21:00:00,0.77841,0.75009,1.12988,1.50604,1.27089,0.91793,117.403,2015
2015-02-01 22:00:00,0.77498,0.74885,1.1307,1.50884,1.2696,0.92462,116.924,2015
2015-02-01 23:00:00,0.77655,0.74941,1.13109,1.50839,1.26823,0.92263,117.115,2015
2015-02-02 00:00:00,0.77789,0.74952,1.13059,1.50822,1.26882,0.92087,117.18,2015
2015-02-02 01:00:00,0.77826,0.75004,1.13081,1.50749,1.26988,0.92107,117.383,2015
2015-02-02 02:00:00,0.77879,0.75037,1.1315,1.50769,1.27265,0.92478,117.607,2015
2015-02-02 03:00:00,0.77827,0.75036,1.13175,1.50806,1.27315,0.9257,117.785,2015
2015-02-02 04:00:00,0.77732,0.7499,1.13093,1.50789,1.27333,0.92527,117.821,2015
2015-02-02 05:00:00,0.7767,0.74991,1.13076,1.50768,1.27346,0.92475,117.702,2015
2015-02-02 06:00:00,0.77807,0.74996,1.13077,1.50747,1.27359,0.92591,117.69,2015
2015-02-02 07:00:00,0.7792,0.75011,1.1307,1.50727,1.27397,0.92726,117.612,2015
2015-02-02 08:00:00,0.77881,0.75215,1.13151,1.50425,1.27403,0.92934,117.567,2015
2015-02-02 09:00:00,0.78007,0.75234,1.1321,1.50459,1.27583,0.93143,117.724,2015
2015-02-02 10:00:00,0.77838,0.75629,1.13506,1.50076,1.27465,0.92985,117.675,2015
2015-02-02 11:00:00,0.77974,0.7552,1.13386,1.5013,1.27158,0.93088,117.542,2015
2015-02-02 12:00:00,0.77999,0.75393,1.13279,1.50243,1.26683,0.9321,117.612,2015
2015-02-02 13:00:00,0.77951,0.75329,1.13153,1.50195,1.26665,0.93105,117.639,2015
2015-02-02 14:00:00,0.77908,0.75222,1.13105,1.50347,1.26476,0.93055,117.637,2015
2015-02-02 15:00:00,0.78042,0.75251,1.13413,1.50578,1.25839,0.9277,117.532,2015
2015-02-02 16:00:00,0.78187,0.75434,1.1341,1.50345,1.25852,0.92371,117.251,2015
2015-02-02 17:00:00,0.78167,0.75428,1.13357,1.5026,1.25768,0.92626,117.322,2015
2015-02-02 18:00:00,0.78169,0.75406,1.13319,1.50265,1.25787,0.92793,117.298,2015
2015-02-02 19:00:00,0.78234,0.75417,1.13405,1.50357,1.26001,0.92706,117.144,2015
2015-02-02 20:00:00,0.78048,0.75444,1.13444,1.50356,1.25856,0.92788,117.22,2015
2015-02-02 21:00:00,0.78054,0.75441,1.13342,1.50204,1.25751,0.92734,117.47,2015
2015-02-02 22:00:00,0.7796,0.75347,1.13376,1.50352,1.25677,0.92748,117.476,2015
2015-02-02 23:00:00,0.77932,0.75415,1.13347,1.50221,1.25734,0.92757,117.673,2015
2015-02-03 00:00:00,0.77965,0.75444,1.13374,1.50257,1.25818,0.92683,117.589,2015
2015-02-03 01:00:00,0.78029,0.75465,1.13483,1.5035,1.25767,0.92709,117.234,2015
2015-02-03 02:00:00,0.7811,0.75447,1.13463,1.50376,1.25794,0.92801,117.22,2015
2015-02-03 03:00:00,0.78101,0.75436,1.13443,1.50375,1.25844,0.9286,117.279,2015
2015-02-03 04:00:00,0.76596,0.75407,1.13297,1.50237,1.26191,0.92851,117.22,2015
2015-02-03 05:00:00,0.76567,0.75451,1.13315,1.50164,1.26247,0.92613,117.044,2015
2015-02-03 06:00:00,0.76623,0.75425,1.13307,1.50201,1.26182,0.92776,116.988,2015
2015-02-03 07:00:00,0.76697,0.75445,1.13385,1.50263,1.26181,0.92668,117.162,2015
2015-02-03 08:00:00,0.76345,0.75539,1.13309,1.49981,1.26056,0.92643,117.22,2015
2015-02-03 09:00:00,0.76655,0.75441,1.13237,1.50088,1.25636,0.92763,117.396,2015
2015-02-03 10:00:00,0.76611,0.75451,1.13327,1.5017,1.25803,0.9256,117.395,2015
2015-02-03 11:00:00,0.76786,0.75382,1.13499,1.50546,1.25462,0.92514,117.476,2015
2015-02-03 12:00:00,0.76682,0.75283,1.13383,1.50588,1.25541,0.9275,117.427,2015
2015-02-03 13:00:00,0.76766,0.75281,1.1347,1.5071,1.25722,0.92674,117.339,2015
2015-02-03 14:00:00,0.76985,0.75773,1.14427,1.51007,1.25089,0.92218,117.697,2015
2015-02-03 15:00:00,0.76981,0.75759,1.14351,1.5093,1.25139,0.92525,117.609,2015
2015-02-03 16:00:00,0.76876,0.75743,1.14477,1.51131,1.24876,0.92389,117.524,2015
2015-02-03 17:00:00,0.77354,0.75754,1.14607,1.51281,1.24518,0.92345,117.483,2015
2015-02-03 18:00:00,0.77594,0.75669,1.14706,1.5158,1.24313,0.92244,117.346,2015
2015-02-03 19:00:00,0.77783,0.75773,1.14825,1.51516,1.24034,0.92276,117.492,2015
2015-02-03 20:00:00,0.77938,0.75736,1.14875,1.51658,1.24111,0.92256,117.586,2015
2015-02-03 21:00:00,0.78027,0.75696,1.14816,1.51672,1.23954,0.92451,117.505,2015
2015-02-03 22:00:00,0.779,0.75624,1.14744,1.51651,1.24146,0.92298,117.592,2015
2015-02-03 23:00:00,0.77663,0.75687,1.14638,1.51422,1.24272,0.92406,117.539,2015
2015-02-04 00:00:00,0.7762,0.75654,1.1456,1.51403,1.24408,0.92457,117.654,2015
2015-02-04 01:00:00,0.77831,0.75627,1.14606,1.51509,1.24236,0.92477,117.784,2015
2015-02-04 02:00:00,0.77817,0.75654,1.14651,1.51534,1.24266,0.92416,117.946,2015
2015-02-04 03:00:00,0.77899,0.75623,1.14602,1.51523,1.24198,0.9237,117.93,2015
2015-02-04 04:00:00,0.78033,0.75632,1.14619,1.5153,1.2412,0.92564,117.903,2015
2015-02-04 05:00:00,0.78199,0.75623,1.14712,1.51658,1.24028,0.92515,117.726,2015
2015-02-04 06:00:00,0.78387,0.75651,1.14774,1.51696,1.23925,0.92512,117.719,2015
2015-02-04 07:00:00,0.78151,0.75693,1.14737,1.5158,1.24066,0.92505,117.682,2015
2015-02-04 08:00:00,0.78195,0.75621,1.14657,1.51597,1.24219,0.92342,117.529,2015
2015-02-04 09:00:00,0.78085,0.75542,1.14551,1.51597,1.24238,0.92517,117.375,2015
2015-02-04 10:00:00,0.77889,0.75367,1.14443,1.51817,1.24463,0.9253,117.276,2015
2015-02-04 11:00:00,0.77943,0.75317,1.14414,1.5189,1.2463,0.92569,117.399,2015
2015-02-04 12:00:00,0.78025,0.75337,1.14568,1.5204,1.24389,0.9259,117.469,2015
2015-02-04 13:00:00,0.77964,0.75193,1.1459,1.52368,1.24461,0.92474,117.403,2015
2015-02-04 14:00:00,0.77704,0.75137,1.14388,1.52224,1.24711,0.92564,117.573,2015
2015-02-04 15:00:00,0.77537,0.74921,1.14016,1.52082,1.25018,0.92561,117.415,2015
2015-02-04 16:00:00,0.77477,0.75078,1.14233,1.52142,1.25682,0.92543,117.517,2015
2015-02-04 17:00:00,0.77582,0.75069,1.1417,1.5207,1.25497,0.92374,117.6,2015
2015-02-04 18:00:00,0.77523,0.75084,1.14146,1.52,1.25609,0.9226,117.511,2015
2015-02-04 19:00:00,0.77604,0.75042,1.14143,1.52092,1.25798,0.92371,117.416,2015
2015-02-04 20:00:00,0.77793,0.75006,1.14169,1.52204,1.25663,0.92358,117.351,2015
2015-02-04 21:00:00,0.77813,0.74895,1.13896,1.52056,1.25619,0.92291,117.296,2015
2015-02-04 22:00:00,0.77503,0.74706,1.1342,1.51749,1.25677,0.92605,117.256,2015
2015-02-04 23:00:00,0.77517,0.74642,1.1333,1.51795,1.25718,0.92492,117.311,2015
2015-02-05 00:00:00,0.7757,0.74551,1.13156,1.51767,1.25783,0.92585,117.296,2015
2015-02-05 01:00:00,0.77457,0.74644,1.13254,1.5171,1.25789,0.92515,117.178,2015
2015-02-05 02:00:00,0.77666,0.74713,1.13417,1.51782,1.25635,0.92375,117.159,2015
2015-02-05 03:00:00,0.7779,0.74732,1.13534,1.5191,1.25545,0.92305,117.167,2015
2015-02-05 04:00:00,0.77818,0.74687,1.13569,1.5205,1.25463,0.92243,117.361,2015
2015-02-05 05:00:00,0.77676,0.74664,1.13522,1.52035,1.2552,0.92283,117.295,2015
2015-02-05 06:00:00,0.77728,0.74603,1.13464,1.52058,1.2552,0.92331,117.186,2015
2015-02-05 07:00:00,0.77803,0.74642,1.134,1.51906,1.2565,0.92475,117.123,2015
2015-02-05 08:00:00,0.77877,0.74827,1.13796,1.52061,1.25514,0.9223,117.3,2015
2015-02-05 09:00:00,0.77936,0.74696,1.13728,1.52228,1.25414,0.92498,117.265,2015
2015-02-05 10:00:00,0.7812,0.74726,1.13892,1.5239,1.25128,0.92669,117.321,2015
2015-02-05 11:00:00,0.78157,0.7499,1.14324,1.52441,1.25153,0.92875,117.412,2015
2015-02-05 12:00:00,0.78093,0.7492,1.14239,1.52369,1.25341,0.92774,117.359,2015
2015-02-05 13:00:00,0.78037,0.74868,1.14113,1.52414,1.25212,0.92795,117.381,2015
2015-02-05 14:00:00,0.77945,0.74658,1.14235,1.53003,1.24909,0.92622,117.435,2015
2015-02-05 15:00:00,0.77878,0.74668,1.14206,1.52927,1.24751,0.92731,117.449,2015
2015-02-05 16:00:00,0.78057,0.74757,1.14274,1.52843,1.24222,0.92491,117.464,2015
2015-02-05 17:00:00,0.77992,0.74752,1.14312,1.52899,1.24205,0.92487,117.396,2015
2015-02-05 18:00:00,0.77941,0.74834,1.14502,1.52992,1.24324,0.92257,117.293,2015
2015-02-05 19:00:00,0.78189,0.74954,1.14963,1.5337,1.24059,0.92203,117.54,2015
2015-02-05 20:00:00,0.78032,0.74833,1.14733,1.53301,1.24405,0.92246,117.567,2015
2015-02-05 21:00:00,0.78175,0.74891,1.14851,1.53348,1.24227,0.92195,117.531,2015
2015-02-05 22:00:00,0.77978,0.74845,1.14748,1.53241,1.24329,0.92098,117.514,2015
2015-02-05 23:00:00,0.78019,0.74829,1.14768,1.53328,1.24298,0.92099,117.488,2015
2015-02-06 00:00:00,0.77986,0.74869,1.14696,1.53177,1.24353,0.92197,117.532,2015
2015-02-06 01:00:00,0.78316,0.74814,1.14717,1.53311,1.24337,0.92233,117.456,2015
2015-02-06 02:00:00,0.78273,0.74788,1.14628,1.53262,1.24376,0.92281,117.37,2015
2015-02-06 03:00:00,0.7815,0.74771,1.14653,1.5331,1.24421,0.92325,117.386,2015
2015-02-06 04:00:00,0.78235,0.74799,1.14667,1.53277,1.24378,0.92287,117.312,2015
2015-02-06 05:00:00,0.78295,0.74803,1.14695,1.53306,1.24371,0.92272,117.371,2015
2015-02-06 06:00:00,0.78389,0.7476,1.1466,1.53355,1.24297,0.9228,117.291,2015
2015-02-06 07:00:00,0.78324,0.74781,1.14629,1.53272,1.24302,0.92382,117.235,2015
2015-02-06 08:00:00,0.78268,0.74735,1.1448,1.53167,1.24411,0.92317,117.36,2015
2015-02-06 09:00:00,0.78359,0.7474,1.14471,1.53151,1.24481,0.92082,117.346,2015
2015-02-06 10:00:00,0.78374,0.74763,1.14538,1.53187,1.24398,0.9202,117.27,2015
2015-02-06 11:00:00,0.78336,0.74584,1.14308,1.53251,1.24597,0.92255,117.297,2015
2015-02-06 12:00:00,0.78426,0.74625,1.14422,1.53312,1.24458,0.92188,117.303,2015
2015-02-06 13:00:00,0.78605,0.74776,1.14559,1.53193,1.24373,0.91855,117.247,2015
2015-02-06 14:00:00,0.78288,0.7449,1.13934,1.52938,1.24219,0.92281,118.588,2015
2015-02-06 15:00:00,0.78154,0.74307,1.13406,1.52606,1.2471,0.92732,118.787,2015
2015-02-06 16:00:00,0.7806,0.74288,1.13436,1.52683,1.24874,0.92477,118.995,2015
2015-02-06 17:00:00,0.78045,0.74307,1.13291,1.52446,1.25238,0.92298,119.159,2015
2015-02-06 18:00:00,0.77942,0.7429,1.13223,1.52389,1.25144,0.9246,119.159,2015
2015-02-06 19:00:00,0.77846,0.74326,1.13137,1.52201,1.25326,0.92669,119.156,2015
2015-02-06 20:00:00,0.77922,0.74296,1.13179,1.52316,1.25274,0.92614,119.139,2015
2015-02-06 21:00:00,0.77996,0.74285,1.1319,1.52352,1.2523,0.925,118.831,2015
2015-02-08 22:00:00,0.77588,0.74158,1.12926,1.52224,1.25303,0.92565,118.981,2015
2015-02-08 23:00:00,0.77665,0.74227,1.1311,1.52334,1.25145,0.9246,119.041,2015
2015-02-09 00:00:00,0.77613,0.74229,1.13131,1.52379,1.25168,0.92594,118.955,2015
2015-02-09 01:00:00,0.77553,0.74234,1.13134,1.52386,1.25211,0.92491,118.914,2015
2015-02-09 02:00:00,0.7769,0.74264,1.13291,1.52523,1.25098,0.92468,118.8,2015
2015-02-09 03:00:00,0.77684,0.74286,1.13365,1.52593,1.25069,0.92423,118.724,2015
2015-02-09 04:00:00,0.77684,0.74306,1.13364,1.52543,1.25067,0.9243,118.796,2015
2015-02-09 05:00:00,0.77603,0.74291,1.13341,1.52555,1.25099,0.92434,118.818,2015
2015-02-09 06:00:00,0.77682,0.74278,1.13368,1.52617,1.25107,0.92456,118.788,2015
2015-02-09 07:00:00,0.77635,0.74234,1.13227,1.52479,1.25129,0.92646,118.877,2015
2015-02-09 08:00:00,0.77733,0.74308,1.13429,1.52625,1.25082,0.92627,118.968,2015
2015-02-09 09:00:00,0.7795,0.74408,1.13386,1.52374,1.25025,0.92434,118.658,2015
2015-02-09 10:00:00,0.78023,0.74462,1.13433,1.52334,1.25009,0.92324,118.485,2015
2015-02-09 11:00:00,0.7809,0.74372,1.13185,1.52163,1.25062,0.92472,118.549,2015
2015-02-09 12:00:00,0.78116,0.7431,1.13105,1.52199,1.25088,0.92624,118.492,2015
2015-02-09 13:00:00,0.78133,0.74131,1.1272,1.52059,1.25035,0.92538,118.63,2015
2015-02-09 14:00:00,0.78098,0.74214,1.12933,1.52162,1.24976,0.92255,118.602,2015
2015-02-09 15:00:00,0.78165,0.74398,1.13292,1.52265,1.24348,0.92213,118.72,2015
2015-02-09 16:00:00,0.782,0.74371,1.13345,1.52387,1.24604,0.92491,118.57,2015
2015-02-09 17:00:00,0.78123,0.74357,1.13156,1.52157,1.24482,0.92577,118.707,2015
2015-02-09 18:00:00,0.7811,0.74444,1.13273,1.52152,1.24634,0.92293,118.684,2015
2015-02-09 19:00:00,0.78209,0.74405,1.13345,1.52301,1.24381,0.92171,118.554,2015
2015-02-09 20:00:00,0.78101,0.74416,1.13345,1.52294,1.24524,0.92108,118.399,2015
2015-02-09 21:00:00,0.78087,0.74407,1.13223,1.52157,1.24652,0.92363,118.565,2015
2015-02-09 22:00:00,0.78002,0.74398,1.13227,1.52107,1.2465,0.92333,118.618,2015
2015-02-09 23:00:00,0.77944,0.74435,1.13234,1.52103,1.2469,0.92424,118.628,2015
2015-02-10 00:00:00,0.7795,0.74426,1.13231,1.52136,1.24744,0.92461,118.584,2015
2015-02-10 01:00:00,0.78053,0.74436,1.13351,1.52249,1.24724,0.92335,118.434,2015
2015-02-10 02:00:00,0.78165,0.7441,1.13277,1.52217,1.24742,0.9244,118.423,2015
2015-02-10 03:00:00,0.78398,0.74409,1.13393,1.52376,1.24542,0.92279,118.467,2015
2015-02-10 04:00:00,0.78293,0.74392,1.13379,1.52401,1.24547,0.92278,118.465,2015
2015-02-10 05:00:00,0.78245,0.74353,1.13302,1.52365,1.24567,0.9229,118.493,2015
2015-02-10 06:00:00,0.78213,0.74349,1.13342,1.52418,1.24558,0.92311,118.548,2015
2015-02-10 07:00:00,0.78203,0.74349,1.13292,1.52378,1.24551,0.92356,118.561,2015
2015-02-10 08:00:00,0.78064,0.74329,1.13298,1.52407,1.24609,0.92253,118.722,2015
2015-02-10 09:00:00,0.78037,0.7425,1.13134,1.5235,1.24817,0.92358,118.696,2015
2015-02-10 10:00:00,0.7767,0.74218,1.12837,1.52025,1.24902,0.92609,118.821,2015
2015-02-10 11:00:00,0.77674,0.74087,1.12811,1.52246,1.24886,0.9262,118.953,2015
2015-02-10 12:00:00,0.77753,0.74121,1.12776,1.52125,1.24831,0.92542,118.982,2015
2015-02-10 13:00:00,0.77717,0.74132,1.12876,1.52232,1.24826,0.92604,119.076,2015
2015-02-10 14:00:00,0.77668,0.74166,1.12959,1.52278,1.24947,0.9248,119.47,2015
2015-02-10 15:00:00,0.77645,0.74242,1.13125,1.52345,1.2529,0.92446,119.347,2015
2015-02-10 16:00:00,0.77776,0.74205,1.1323,1.52583,1.25175,0.92559,119.263,2015
2015-02-10 17:00:00,0.77796,0.74178,1.13139,1.52495,1.25274,0.9262,119.314,2015
2015-02-10 18:00:00,0.77764,0.74133,1.1311,1.52564,1.25551,0.92687,119.36,2015
2015-02-10 19:00:00,0.77659,0.74204,1.13206,1.52533,1.26174,0.92657,119.299,2015
2015-02-10 20:00:00,0.77698,0.74157,1.13118,1.52521,1.25972,0.92624,119.427,2015
2015-02-10 21:00:00,0.77676,0.74163,1.13154,1.52558,1.25728,0.92623,119.389,2015
2015-02-10 22:00:00,0.77653,0.74162,1.13185,1.52503,1.25857,0.9261,119.425,2015
2015-02-10 23:00:00,0.77645,0.74157,1.13153,1.52538,1.25856,0.92682,119.417,2015
2015-02-11 00:00:00,0.77824,0.74166,1.1317,1.52575,1.25848,0.92649,119.352,2015
2015-02-11 01:00:00,0.77805,0.74219,1.13218,1.52537,1.25849,0.92629,119.41,2015
2015-02-11 02:00:00,0.77907,0.74213,1.13285,1.52642,1.25751,0.92575,119.432,2015
2015-02-11 03:00:00,0.77747,0.74234,1.13237,1.5254,1.258,0.92618,119.511,2015
2015-02-11 04:00:00,0.7767,0.74226,1.13179,1.52463,1.25844,0.92642,119.567,2015
2015-02-11 05:00:00,0.77676,0.74235,1.13177,1.52428,1.25795,0.92668,119.612,2015
2015-02-11 06:00:00,0.7775,0.74253,1.1317,1.52391,1.2585,0.92665,119.561,2015
2015-02-11 07:00:00,0.7777,0.7422,1.13168,1.52448,1.2579,0.92718,119.598,2015
2015-02-11 08:00:00,0.77709,0.742,1.132,1.52536,1.25828,0.92705,119.642,2015
2015-02-11 09:00:00,0.77589,0.74128,1.13125,1.52588,1.25955,0.92547,119.672,2015
2015-02-11 10:00:00,0.77659,0.74032,1.13222,1.52913,1.25925,0.92544,119.785,2015
2015-02-11 11:00:00,0.77314,0.73941,1.13064,1.52891,1.26339,0.92616,119.84,2015
2015-02-11 12:00:00,0.77329,0.7391,1.13027,1.52915,1.26277,0.92605,119.785,2015
2015-02-11 13:00:00,0.77407,0.73919,1.13079,1.52961,1.26186,0.92552,119.751,2015
2015-02-11 14:00:00,0.7735,0.73964,1.13143,1.52952,1.26407,0.92582,119.756,2015
2015-02-11 15:00:00,0.77068,0.74043,1.12934,1.52495,1.2651,0.92712,120.29,2015
2015-02-11 16:00:00,0.77128,0.7405,1.13048,1.52643,1.26535,0.92632,120.363,2015
2015-02-11 17:00:00,0.77107,0.74157,1.12941,1.52293,1.26354,0.92889,120.38,2015
2015-02-11 18:00:00,0.77095,0.74132,1.12932,1.52327,1.26356,0.92885,120.306,2015
2015-02-11 19:00:00,0.77154,0.74199,1.13055,1.52353,1.2639,0.92866,120.231,2015
2015-02-11 20:00:00,0.77091,0.74109,1.12991,1.52452,1.26479,0.92754,120.273,2015
2015-02-11 21:00:00,0.77065,0.74092,1.12922,1.52394,1.26401,0.92891,120.294,2015
2015-02-11 22:00:00,0.77117,0.74332,1.13323,1.52292,1.26271,0.92783,120.428,2015
2015-02-11 23:00:00,0.77218,0.7433,1.13289,1.52385,1.26129,0.92732,120.293,2015
2015-02-12 00:00:00,0.77202,0.74188,1.13102,1.52411,1.26173,0.92848,120.198,2015
2015-02-12 01:00:00,0.76638,0.74257,1.13123,1.52321,1.26267,0.92874,120.122,2015
2015-02-12 02:00:00,0.76558,0.74278,1.13165,1.52342,1.26255,0.92814,120.008,2015
2015-02-12 03:00:00,0.76483,0.74302,1.13109,1.52224,1.26339,0.92826,120.202,2015
2015-02-12 04:00:00,0.76625,0.74307,1.13125,1.52215,1.26342,0.92953,120.255,2015
2015-02-12 05:00:00,0.76483,0.74323,1.13115,1.52182,1.2643,0.92927,120.287,2015
2015-02-12 06:00:00,0.76503,0.74318,1.13152,1.52249,1.26361,0.92875,120.267,2015
2015-02-12 07:00:00,0.76541,0.74269,1.13142,1.52311,1.26355,0.92898,120.248,2015
2015-02-12 08:00:00,0.76595,0.74326,1.13245,1.52342,1.26215,0.92733,120.26,2015
2015-02-12 09:00:00,0.76667,0.74304,1.13219,1.52363,1.25938,0.92902,119.63,2015
2015-02-12 10:00:00,0.76876,0.74437,1.13426,1.52354,1.25603,0.92967,119.643,2015
2015-02-12 11:00:00,0.76926,0.7398,1.13362,1.53212,1.25571,0.92964,119.784,2015
2015-02-12 12:00:00,0.76885,0.73939,1.13394,1.53366,1.25497,0.93094,119.748,2015
2015-02-12 13:00:00,0.76846,0.73736,1.13325,1.53683,1.25485,0.93135,119.801,2015
2015-02-12 14:00:00,0.76807,0.73872,1.13502,1.53634,1.25612,0.931,119.472,2015
2015-02-12 15:00:00,0.77061,0.74107,1.1383,1.53587,1.24773,0.92904,119.115,2015
2015-02-12 16:00:00,0.77113,0.7402,1.13712,1.53619,1.25056,0.92809,118.981,2015
2015-02-12 17:00:00,0.776,0.74167,1.1407,1.53778,1.24635,0.92824,118.721,2015
2015-02-12 18:00:00,0.77414,0.74079,1.13866,1.53683,1.24917,0.92985,118.862,2015
2015-02-12 19:00:00,0.77402,0.7399,1.13937,1.5395,1.24881,0.93081,118.964,2015
2015-02-12 20:00:00,0.77514,0.74048,1.1412,1.54096,1.24794,0.9314,118.872,2015
2015-02-12 21:00:00,0.77402,0.74068,1.14098,1.54017,1.24888,0.93006,118.88,2015
2015-02-12 22:00:00,0.77328,0.74071,1.13999,1.53819,1.25057,0.93034,119.083,2015
2015-02-12 23:00:00,0.77324,0.74118,1.14003,1.5379,1.25102,0.93063,119.145,2015
2015-02-13 00:00:00,0.77537,0.74085,1.14028,1.53891,1.25094,0.93,118.923,2015
2015-02-13 01:00:00,0.77385,0.74081,1.14,1.53854,1.25134,0.92918,119.041,2015
2015-02-13 02:00:00,0.77411,0.74066,1.13985,1.53868,1.25132,0.92803,118.939,2015
2015-02-13 03:00:00,0.77421,0.74051,1.13963,1.53876,1.2513,0.92844,118.943,2015
2015-02-13 04:00:00,0.77675,0.74075,1.14132,1.54046,1.24973,0.92803,118.547,2015
2015-02-13 05:00:00,0.77818,0.74137,1.14293,1.54136,1.24896,0.9276,118.533,2015
2015-02-13 06:00:00,0.77864,0.74184,1.14385,1.54169,1.24907,0.92765,118.489,2015
2015-02-13 07:00:00,0.77774,0.74166,1.14286,1.54055,1.24981,0.92783,118.729,2015
2015-02-13 08:00:00,0.77625,0.74214,1.14283,1.53971,1.25145,0.92849,118.868,2015
2015-02-13 09:00:00,0.77455,0.74256,1.14251,1.5384,1.25085,0.92782,118.906,2015
2015-02-13 10:00:00,0.77393,0.74266,1.14285,1.53893,1.25172,0.92785,118.868,2015
2015-02-13 11:00:00,0.77375,0.74126,1.14047,1.53836,1.25178,0.92958,118.88,2015
2015-02-13 12:00:00,0.7743,0.74193,1.14159,1.53848,1.25186,0.92871,118.88,2015
2015-02-13 13:00:00,0.77416,0.73985,1.13806,1.53808,1.2514,0.92993,119.001,2015
2015-02-13 14:00:00,0.77553,0.74001,1.13899,1.53908,1.24729,0.93106,119.052,2015
2015-02-13 15:00:00,0.77554,0.74021,1.14033,1.53984,1.24523,0.93018,118.99,2015
2015-02-13 16:00:00,0.77735,0.74064,1.14024,1.53933,1.24499,0.92995,118.665,2015
2015-02-13 17:00:00,0.77708,0.74108,1.14071,1.53919,1.24479,0.93095,118.707,2015
2015-02-13 18:00:00,0.77757,0.74066,1.14068,1.53993,1.24519,0.93085,118.696,2015
