time,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask
2015-01-28 05 AM,1.51644,1.51716,1.51560,1.51667,1.51671,1.51742,1.51585,1.51692
2015-01-28 06 AM,1.51671,1.51872,1.51650,1.51818,1.51700,1.51897,1.51675,1.51844
2015-01-28 07 AM,1.51812,1.51876,1.51587,1.51596,1.51839,1.51905,1.51610,1.51616
2015-01-28 08 AM,1.51600,1.51926,1.51573,1.51853,1.51623,1.51956,1.51593,1.51875
2015-01-28 09 AM,1.51859,1.51969,1.51757,1.51918,1.51881,1.51991,1.51789,1.51939
2015-01-28 10 AM,1.51916,1.52130,1.51857,1.52067,1.51936,1.52153,1.51896,1.52086
2015-01-28 11 AM,1.52064,1.52178,1.51925,1.51943,1.52080,1.52201,1.51945,1.51963
2015-01-28 12 PM,1.51948,1.52181,1.51940,1.51957,1.51969,1.52204,1.51963,1.51991
2015-01-28 01 PM,1.51963,1.52084,1.51849,1.51962,1.51986,1.52105,1.51869,1.51983
2015-01-28 02 PM,1.51968,1.52007,1.51735,1.51776,1.51986,1.52026,1.51757,1.51797
2015-01-28 03 PM,1.51771,1.51833,1.51656,1.51783,1.51791,1.51850,1.51677,1.51803
2015-01-28 04 PM,1.51777,1.51825,1.51593,1.51632,1.51797,1.51844,1.51615,1.51651
2015-01-28 05 PM,1.51637,1.51824,1.51630,1.51757,1.51655,1.51846,1.51649,1.51776
2015-01-28 06 PM,1.51762,1.51766,1.51587,1.51657,1.51782,1.51874,1.51621,1.51835
2015-01-28 07 PM,1.51657,1.51997,1.51465,1.51552,1.51834,1.52076,1.51490,1.51580
2015-01-28 08 PM,1.51552,1.51625,1.51339,1.51550,1.51581,1.51648,1.51379,1.51578
2015-01-28 09 PM,1.51553,1.51570,1.51301,1.51348,1.51576,1.51595,1.51328,1.51446
2015-01-28 10 PM,1.51392,1.51451,1.51338,1.51449,1.51446,1.51542,1.51386,1.51481
2015-01-28 11 PM,1.51444,1.51456,1.51364,1.51390,1.51489,1.51489,1.51394,1.51414
2015-01-29,1.51383,1.51519,1.51372,1.51468,1.51409,1.51544,1.51398,1.51490
2015-01-29 01 AM,1.51473,1.51544,1.51409,1.51525,1.51496,1.51571,1.51435,1.51550
2015-01-29 02 AM,1.51525,1.51527,1.51418,1.51455,1.51552,1.51552,1.51443,1.51478
2015-01-29 03 AM,1.51450,1.51469,1.51379,1.51394,1.51472,1.51489,1.51402,1.51420
2015-01-29 04 AM,1.51390,1.51420,1.51328,1.51374,1.51413,1.51445,1.51355,1.51399
2015-01-29 05 AM,1.51370,1.51465,1.51294,1.51463,1.51393,1.51488,1.51316,1.51483
2015-01-29 06 AM,1.51457,1.51528,1.51392,1.51476,1.51478,1.51547,1.51414,1.51499
2015-01-29 07 AM,1.51470,1.51614,1.51284,1.51315,1.51494,1.51638,1.51304,1.51335
2015-01-29 08 AM,1.51313,1.51475,1.51096,1.51219,1.51332,1.51498,1.51117,1.51240
2015-01-29 09 AM,1.51224,1.51379,1.51111,1.51360,1.51246,1.51401,1.51132,1.51379
2015-01-29 10 AM,1.51361,1.51502,1.51339,1.51418,1.51381,1.51528,1.51358,1.51443
2015-01-29 11 AM,1.51424,1.51425,1.51168,1.51288,1.51449,1.51449,1.51188,1.51308
2015-01-29 12 PM,1.51282,1.51433,1.51237,1.51259,1.51303,1.51450,1.51258,1.51279
2015-01-29 01 PM,1.51258,1.51338,1.51141,1.51261,1.51280,1.51381,1.51163,1.51281
2015-01-29 02 PM,1.51254,1.51406,1.51178,1.51184,1.51276,1.51427,1.51207,1.51210
2015-01-29 03 PM,1.51189,1.51227,1.50721,1.50759,1.51219,1.51247,1.50741,1.50778
2015-01-29 04 PM,1.50752,1.50839,1.50223,1.50410,1.50773,1.50860,1.50248,1.50430
2015-01-29 05 PM,1.50412,1.50512,1.50319,1.50466,1.50430,1.50532,1.50338,1.50489
2015-01-29 06 PM,1.50466,1.50496,1.50164,1.50449,1.50488,1.50518,1.50205,1.50470
2015-01-29 07 PM,1.50449,1.50498,1.50402,1.50465,1.50468,1.50519,1.50422,1.50485
2015-01-29 08 PM,1.50459,1.50691,1.50453,1.50644,1.50481,1.50711,1.50474,1.50667
2015-01-29 09 PM,1.50639,1.50699,1.50603,1.50652,1.50662,1.50732,1.50633,1.50698
2015-01-29 10 PM,1.50657,1.50710,1.50609,1.50686,1.50693,1.50769,1.50666,1.50724
2015-01-29 11 PM,1.50679,1.50778,1.50668,1.50764,1.50717,1.50803,1.50715,1.50790
2015-01-30,1.50755,1.50773,1.50688,1.50754,1.50786,1.50801,1.50726,1.50777
2015-01-30 01 AM,1.50754,1.50778,1.50719,1.50741,1.50776,1.50798,1.50742,1.50761
2015-01-30 02 AM,1.50740,1.50793,1.50694,1.50729,1.50762,1.50814,1.50716,1.50752
2015-01-30 03 AM,1.50723,1.50773,1.50659,1.50714,1.50747,1.50794,1.50680,1.50734
2015-01-30 04 AM,1.50714,1.50738,1.50694,1.50718,1.50736,1.50761,1.50715,1.50739
2015-01-30 05 AM,1.50723,1.50825,1.50723,1.50805,1.50745,1.50845,1.50745,1.50825
2015-01-30 06 AM,1.50801,1.50881,1.50734,1.50796,1.50820,1.50901,1.50753,1.50819
2015-01-30 07 AM,1.50789,1.50789,1.50507,1.50659,1.50814,1.50814,1.50526,1.50681
2015-01-30 08 AM,1.50663,1.50955,1.50648,1.50691,1.50687,1.50977,1.50667,1.50713
2015-01-30 09 AM,1.50685,1.50814,1.50482,1.50727,1.50708,1.50865,1.50522,1.50788
2015-01-30 10 AM,1.50727,1.50900,1.50679,1.50768,1.50787,1.50923,1.50697,1.50788
2015-01-30 11 AM,1.50764,1.50939,1.50710,1.50797,1.50783,1.50960,1.50732,1.50818
2015-01-30 12 PM,1.50803,1.50880,1.50458,1.50478,1.50824,1.50900,1.50478,1.50496
2015-01-30 01 PM,1.50472,1.50855,1.50415,1.50550,1.50491,1.50967,1.50435,1.50573
2015-01-30 02 PM,1.50556,1.50617,1.50215,1.50261,1.50578,1.50638,1.50235,1.50293
2015-01-30 03 PM,1.50260,1.50392,1.49883,1.50167,1.50311,1.50415,1.49905,1.50188
2015-01-30 04 PM,1.50161,1.50319,1.50026,1.50249,1.50182,1.50340,1.50049,1.50270
2015-01-30 05 PM,1.50254,1.50359,1.50139,1.50189,1.50276,1.50384,1.50159,1.50212
2015-01-30 06 PM,1.50184,1.50499,1.50173,1.50413,1.50206,1.50567,1.50197,1.50435
2015-01-30 07 PM,1.50412,1.50660,1.50396,1.50554,1.50437,1.50682,1.50417,1.50576
2015-01-30 08 PM,1.50559,1.50664,1.50524,1.50604,1.50583,1.50688,1.50547,1.50630
2015-01-30 09 PM,1.50604,1.50811,1.50300,1.50592,1.50628,1.50899,1.50477,1.50792
2015-02-01 10 PM,1.50884,1.50928,1.50718,1.50841,1.51035,1.51128,1.50796,1.50941
2015-02-01 11 PM,1.50839,1.50850,1.50745,1.50831,1.50941,1.50942,1.50779,1.50852
2015-02-02,1.50822,1.50822,1.50689,1.50743,1.50848,1.50848,1.50732,1.50766
2015-02-02 01 AM,1.50749,1.50852,1.50716,1.50770,1.50771,1.50875,1.50740,1.50794
2015-02-02 02 AM,1.50769,1.50854,1.50749,1.50807,1.50795,1.50877,1.50773,1.50831
2015-02-02 03 AM,1.50806,1.50814,1.50726,1.50796,1.50832,1.50839,1.50752,1.50819
2015-02-02 04 AM,1.50789,1.50833,1.50767,1.50769,1.50815,1.50855,1.50795,1.50795
2015-02-02 05 AM,1.50768,1.50797,1.50732,1.50759,1.50787,1.50820,1.50755,1.50782
2015-02-02 06 AM,1.50747,1.50813,1.50687,1.50724,1.50781,1.50837,1.50708,1.50744
2015-02-02 07 AM,1.50727,1.50749,1.50366,1.50432,1.50746,1.50772,1.50396,1.50453
2015-02-02 08 AM,1.50425,1.50637,1.50343,1.50454,1.50448,1.50661,1.50368,1.50474
2015-02-02 09 AM,1.50459,1.50868,1.50057,1.50076,1.50481,1.50914,1.50126,1.50129
2015-02-02 10 AM,1.50076,1.50322,1.50047,1.50122,1.50128,1.50341,1.50079,1.50147
2015-02-02 11 AM,1.50130,1.50356,1.50059,1.50239,1.50151,1.50379,1.50078,1.50257
2015-02-02 12 PM,1.50243,1.50310,1.50050,1.50189,1.50261,1.50332,1.50070,1.50210
2015-02-02 01 PM,1.50195,1.50372,1.50142,1.50347,1.50212,1.50393,1.50168,1.50368
2015-02-02 02 PM,1.50347,1.50679,1.50320,1.50561,1.50366,1.50704,1.50338,1.50666
2015-02-02 03 PM,1.50578,1.50832,1.50308,1.50340,1.50689,1.50851,1.50326,1.50360
2015-02-02 04 PM,1.50345,1.50417,1.50088,1.50256,1.50367,1.50434,1.50109,1.50275
2015-02-02 05 PM,1.50260,1.50401,1.50141,1.50260,1.50281,1.50425,1.50162,1.50280
2015-02-02 06 PM,1.50265,1.50492,1.50193,1.50352,1.50285,1.50513,1.50214,1.50375
2015-02-02 07 PM,1.50357,1.50467,1.50327,1.50358,1.50382,1.50489,1.50351,1.50378
2015-02-02 08 PM,1.50356,1.50367,1.50184,1.50212,1.50377,1.50387,1.50209,1.50237
2015-02-02 09 PM,1.50204,1.50371,1.50184,1.50356,1.50231,1.50413,1.50207,1.50413
2015-02-02 10 PM,1.50352,1.50418,1.50127,1.50220,1.50490,1.50549,1.50252,1.50281
2015-02-02 11 PM,1.50221,1.50354,1.50208,1.50257,1.50281,1.50394,1.50272,1.50281
2015-02-03,1.50257,1.50409,1.50243,1.50359,1.50280,1.50434,1.50267,1.50386
2015-02-03 01 AM,1.50350,1.50411,1.50315,1.50375,1.50382,1.50436,1.50353,1.50397
2015-02-03 02 AM,1.50376,1.50415,1.50363,1.50368,1.50397,1.50439,1.50384,1.50391
2015-02-03 03 AM,1.50375,1.50392,1.50225,1.50230,1.50396,1.50421,1.50248,1.50253
2015-02-03 04 AM,1.50237,1.50264,1.50133,1.50169,1.50257,1.50292,1.50157,1.50193
2015-02-03 05 AM,1.50164,1.50204,1.50135,1.50204,1.50187,1.50226,1.50157,1.50226
2015-02-03 06 AM,1.50201,1.50278,1.50129,1.50272,1.50224,1.50303,1.50155,1.50297
2015-02-03 07 AM,1.50263,1.50278,1.49871,1.49988,1.50293,1.50308,1.49900,1.50006
2015-02-03 08 AM,1.49981,1.50388,1.49958,1.50083,1.50002,1.50409,1.49981,1.50103
2015-02-03 09 AM,1.50088,1.50220,1.49909,1.50174,1.50109,1.50278,1.49982,1.50200
2015-02-03 10 AM,1.50170,1.50617,1.50166,1.50552,1.50193,1.50642,1.50189,1.50572
2015-02-03 11 AM,1.50546,1.50676,1.50502,1.50585,1.50567,1.50700,1.50524,1.50601
2015-02-03 12 PM,1.50588,1.50802,1.50588,1.50714,1.50609,1.50824,1.50609,1.50733
2015-02-03 01 PM,1.50710,1.51188,1.50689,1.51002,1.50728,1.51207,1.50706,1.51020
2015-02-03 02 PM,1.51007,1.51045,1.50856,1.50926,1.51024,1.51066,1.50876,1.50954
2015-02-03 03 PM,1.50930,1.51131,1.50810,1.51125,1.50965,1.51154,1.50832,1.51145
2015-02-03 04 PM,1.51131,1.51493,1.51108,1.51276,1.51149,1.51515,1.51130,1.51295
2015-02-03 05 PM,1.51281,1.51651,1.51214,1.51582,1.51301,1.51675,1.51232,1.51602
2015-02-03 06 PM,1.51580,1.51972,1.51483,1.51511,1.51604,1.51993,1.51509,1.51533
2015-02-03 07 PM,1.51516,1.51721,1.51480,1.51651,1.51539,1.51742,1.51504,1.51674
2015-02-03 08 PM,1.51658,1.51717,1.51613,1.51666,1.51681,1.51738,1.51633,1.51691
2015-02-03 09 PM,1.51672,1.51710,1.51557,1.51637,1.51697,1.51736,1.51607,1.51681
2015-02-03 10 PM,1.51651,1.51651,1.51409,1.51410,1.51692,1.51695,1.51463,1.51465
2015-02-03 11 PM,1.51422,1.51614,1.51376,1.51397,1.51477,1.51671,1.51402,1.51422
2015-02-04,1.51403,1.51574,1.51403,1.51516,1.51428,1.51600,1.51428,1.51538
2015-02-04 01 AM,1.51509,1.51610,1.51494,1.51530,1.51534,1.51633,1.51517,1.51549
2015-02-04 02 AM,1.51534,1.51575,1.51488,1.51529,1.51557,1.51597,1.51511,1.51552
2015-02-04 03 AM,1.51523,1.51583,1.51475,1.51534,1.51546,1.51606,1.51501,1.51553
2015-02-04 04 AM,1.51530,1.51674,1.51523,1.51664,1.51548,1.51695,1.51544,1.51685
2015-02-04 05 AM,1.51658,1.51755,1.51614,1.51691,1.51680,1.51779,1.51634,1.51712
2015-02-04 06 AM,1.51696,1.51734,1.51514,1.51581,1.51719,1.51757,1.51542,1.51604
2015-02-04 07 AM,1.51580,1.51701,1.51426,1.51590,1.51602,1.51721,1.51449,1.51612
2015-02-04 08 AM,1.51597,1.51728,1.51385,1.51587,1.51616,1.51747,1.51406,1.51622
2015-02-04 09 AM,1.51597,1.51912,1.51510,1.51812,1.51631,1.51937,1.51541,1.51834
2015-02-04 10 AM,1.51817,1.52104,1.51777,1.51895,1.51839,1.52126,1.51795,1.51918
2015-02-04 11 AM,1.51890,1.52071,1.51739,1.52044,1.51911,1.52093,1.51762,1.52068
2015-02-04 12 PM,1.52040,1.52448,1.52028,1.52371,1.52062,1.52468,1.52050,1.52389
2015-02-04 01 PM,1.52368,1.52493,1.52137,1.52231,1.52384,1.52513,1.52155,1.52252
2015-02-04 02 PM,1.52224,1.52278,1.52077,1.52108,1.52248,1.52297,1.52109,1.52238
2015-02-04 03 PM,1.52082,1.52502,1.52023,1.52141,1.52212,1.52520,1.52042,1.52163
2015-02-04 04 PM,1.52142,1.52274,1.52065,1.52066,1.52159,1.52295,1.52082,1.52089
2015-02-04 05 PM,1.52070,1.52146,1.51917,1.52005,1.52088,1.52168,1.51944,1.52025
2015-02-04 06 PM,1.52000,1.52134,1.51993,1.52086,1.52019,1.52156,1.52014,1.52106
2015-02-04 07 PM,1.52092,1.52256,1.52090,1.52209,1.52112,1.52278,1.52110,1.52232
2015-02-04 08 PM,1.52204,1.52328,1.51977,1.52053,1.52227,1.52351,1.52004,1.52074
2015-02-04 09 PM,1.52056,1.52130,1.51638,1.51777,1.52082,1.52158,1.51669,1.51859
2015-02-04 10 PM,1.51749,1.51866,1.51642,1.51796,1.51839,1.51918,1.51697,1.51838
2015-02-04 11 PM,1.51795,1.51889,1.51717,1.51762,1.51841,1.51923,1.51746,1.51798
2015-02-05,1.51767,1.51870,1.51664,1.51705,1.51792,1.51902,1.51700,1.51727
2015-02-05 01 AM,1.51710,1.51880,1.51710,1.51787,1.51734,1.51912,1.51734,1.51810
2015-02-05 02 AM,1.51782,1.51952,1.51782,1.51911,1.51804,1.51980,1.51804,1.51931
2015-02-05 03 AM,1.51910,1.52044,1.51868,1.52044,1.51931,1.52067,1.51889,1.52067
2015-02-05 04 AM,1.52050,1.52124,1.52031,1.52041,1.52071,1.52149,1.52054,1.52064
2015-02-05 05 AM,1.52035,1.52123,1.52021,1.52062,1.52059,1.52144,1.52043,1.52085
2015-02-05 06 AM,1.52058,1.52077,1.51893,1.51905,1.52079,1.52100,1.51924,1.51939
2015-02-05 07 AM,1.51906,1.52139,1.51886,1.52054,1.51939,1.52163,1.51905,1.52080
2015-02-05 08 AM,1.52061,1.52272,1.51939,1.52225,1.52087,1.52294,1.51961,1.52246
2015-02-05 09 AM,1.52228,1.52421,1.52220,1.52390,1.52246,1.52443,1.52239,1.52410
2015-02-05 10 AM,1.52390,1.52533,1.52275,1.52435,1.52411,1.52569,1.52297,1.52456
2015-02-05 11 AM,1.52441,1.52490,1.52266,1.52327,1.52460,1.52575,1.52287,1.52527
2015-02-05 12 PM,1.52369,1.52581,1.52317,1.52407,1.52569,1.52602,1.52353,1.52428
2015-02-05 01 PM,1.52414,1.53133,1.52372,1.52999,1.52431,1.53153,1.52392,1.53019
2015-02-05 02 PM,1.53003,1.53062,1.52864,1.52923,1.53025,1.53083,1.52886,1.52943
2015-02-05 03 PM,1.52927,1.53024,1.52843,1.52843,1.52953,1.53042,1.52863,1.52863
2015-02-05 04 PM,1.52843,1.53003,1.52824,1.52906,1.52864,1.53022,1.52843,1.52924
2015-02-05 05 PM,1.52899,1.52994,1.52857,1.52986,1.52919,1.53015,1.52877,1.53006
2015-02-05 06 PM,1.52992,1.53417,1.52979,1.53365,1.53008,1.53456,1.52998,1.53388
2015-02-05 07 PM,1.53370,1.53370,1.53254,1.53301,1.53394,1.53394,1.53276,1.53321
2015-02-05 08 PM,1.53301,1.53425,1.53265,1.53354,1.53322,1.53445,1.53285,1.53376
2015-02-05 09 PM,1.53348,1.53357,1.53257,1.53257,1.53370,1.53380,1.53281,1.53310
2015-02-05 10 PM,1.53241,1.53355,1.53173,1.53328,1.53301,1.53410,1.53227,1.53372
2015-02-05 11 PM,1.53328,1.53350,1.53178,1.53178,1.53371,1.53387,1.53202,1.53202
2015-02-06,1.53177,1.53339,1.53173,1.53316,1.53204,1.53361,1.53196,1.53339
2015-02-06 01 AM,1.53311,1.53311,1.53213,1.53256,1.53334,1.53334,1.53235,1.53277
2015-02-06 02 AM,1.53262,1.53350,1.53250,1.53308,1.53282,1.53371,1.53271,1.53336
2015-02-06 03 AM,1.53310,1.53314,1.53239,1.53282,1.53331,1.53334,1.53261,1.53303
2015-02-06 04 AM,1.53277,1.53390,1.53271,1.53302,1.53298,1.53411,1.53292,1.53325
2015-02-06 05 AM,1.53306,1.53405,1.53299,1.53350,1.53324,1.53427,1.53319,1.53371
2015-02-06 06 AM,1.53355,1.53395,1.53255,1.53273,1.53377,1.53416,1.53275,1.53295
2015-02-06 07 AM,1.53272,1.53279,1.53115,1.53163,1.53293,1.53296,1.53137,1.53183
2015-02-06 08 AM,1.53167,1.53255,1.53130,1.53152,1.53191,1.53276,1.53149,1.53172
2015-02-06 09 AM,1.53151,1.53250,1.53080,1.53181,1.53172,1.53267,1.53099,1.53200
2015-02-06 10 AM,1.53187,1.53342,1.53150,1.53248,1.53206,1.53363,1.53169,1.53268
2015-02-06 11 AM,1.53251,1.53449,1.53251,1.53317,1.53270,1.53472,1.53270,1.53335
2015-02-06 12 PM,1.53312,1.53513,1.53193,1.53197,1.53330,1.53533,1.53210,1.53214
2015-02-06 01 PM,1.53193,1.53413,1.52571,1.52943,1.53210,1.53496,1.52597,1.52961
2015-02-06 02 PM,1.52938,1.52943,1.52376,1.52608,1.52957,1.52964,1.52400,1.52630
2015-02-06 03 PM,1.52606,1.52720,1.52390,1.52676,1.52626,1.52737,1.52409,1.52700
2015-02-06 04 PM,1.52683,1.52706,1.52433,1.52444,1.52707,1.52723,1.52451,1.52461
2015-02-06 05 PM,1.52446,1.52539,1.52377,1.52384,1.52464,1.52559,1.52397,1.52403
2015-02-06 06 PM,1.52389,1.52438,1.52165,1.52200,1.52407,1.52460,1.52183,1.52219
2015-02-06 07 PM,1.52201,1.52339,1.52102,1.52313,1.52221,1.52357,1.52123,1.52335
2015-02-06 08 PM,1.52316,1.52437,1.52306,1.52350,1.52337,1.52459,1.52327,1.52376
2015-02-06 09 PM,1.52352,1.52517,1.52302,1.52352,1.52376,1.52574,1.52328,1.52502
2015-02-08 10 PM,1.52224,1.52353,1.52137,1.52336,1.52347,1.52475,1.52247,1.52372
2015-02-08 11 PM,1.52334,1.52500,1.52312,1.52386,1.52376,1.52531,1.52351,1.52412
2015-02-09,1.52379,1.52472,1.52349,1.52394,1.52406,1.52498,1.52375,1.52415
2015-02-09 01 AM,1.52386,1.52536,1.52374,1.52522,1.52411,1.52561,1.52399,1.52549
2015-02-09 02 AM,1.52523,1.52613,1.52499,1.52597,1.52547,1.52635,1.52525,1.52620
2015-02-09 03 AM,1.52593,1.52599,1.52495,1.52544,1.52614,1.52620,1.52517,1.52564
2015-02-09 04 AM,1.52543,1.52589,1.52540,1.52552,1.52565,1.52613,1.52562,1.52570
2015-02-09 05 AM,1.52555,1.52629,1.52539,1.52610,1.52577,1.52650,1.52561,1.52633
2015-02-09 06 AM,1.52617,1.52642,1.52474,1.52480,1.52638,1.52666,1.52501,1.52506
2015-02-09 07 AM,1.52479,1.52664,1.52450,1.52619,1.52507,1.52685,1.52478,1.52643
2015-02-09 08 AM,1.52625,1.52655,1.52354,1.52368,1.52649,1.52676,1.52375,1.52390
2015-02-09 09 AM,1.52374,1.52403,1.52212,1.52338,1.52395,1.52422,1.52231,1.52356
2015-02-09 10 AM,1.52334,1.52339,1.52049,1.52163,1.52352,1.52356,1.52070,1.52183
2015-02-09 11 AM,1.52163,1.52275,1.52054,1.52195,1.52184,1.52297,1.52075,1.52212
2015-02-09 12 PM,1.52199,1.52264,1.51993,1.52054,1.52216,1.52283,1.52026,1.52071
2015-02-09 01 PM,1.52059,1.52189,1.52008,1.52157,1.52074,1.52206,1.52026,1.52175
2015-02-09 02 PM,1.52162,1.52386,1.52129,1.52271,1.52179,1.52405,1.52149,1.52289
2015-02-09 03 PM,1.52265,1.52437,1.52116,1.52393,1.52284,1.52455,1.52137,1.52411
2015-02-09 04 PM,1.52387,1.52436,1.52134,1.52152,1.52407,1.52456,1.52151,1.52171
2015-02-09 05 PM,1.52157,1.52213,1.52086,1.52147,1.52175,1.52232,1.52105,1.52166
2015-02-09 06 PM,1.52152,1.52326,1.52145,1.52307,1.52171,1.52345,1.52165,1.52327
2015-02-09 07 PM,1.52301,1.52408,1.52278,1.52300,1.52321,1.52428,1.52298,1.52321
2015-02-09 08 PM,1.52294,1.52336,1.52128,1.52159,1.52316,1.52352,1.52150,1.52182
2015-02-09 09 PM,1.52157,1.52185,1.52102,1.52102,1.52182,1.52210,1.52148,1.52176
2015-02-09 10 PM,1.52107,1.52169,1.52107,1.52112,1.52171,1.52227,1.52146,1.52150
2015-02-09 11 PM,1.52103,1.52262,1.52103,1.52133,1.52145,1.52289,1.52144,1.52153
2015-02-10,1.52136,1.52288,1.52110,1.52256,1.52161,1.52306,1.52135,1.52276
2015-02-10 01 AM,1.52249,1.52285,1.52193,1.52222,1.52271,1.52308,1.52215,1.52245
2015-02-10 02 AM,1.52217,1.52382,1.52201,1.52382,1.52239,1.52404,1.52223,1.52404
2015-02-10 03 AM,1.52376,1.52480,1.52335,1.52395,1.52399,1.52501,1.52357,1.52417
2015-02-10 04 AM,1.52401,1.52433,1.52355,1.52361,1.52422,1.52458,1.52376,1.52381
2015-02-10 05 AM,1.52365,1.52413,1.52339,1.52413,1.52387,1.52432,1.52359,1.52432
2015-02-10 06 AM,1.52418,1.52464,1.52363,1.52374,1.52438,1.52484,1.52384,1.52395
2015-02-10 07 AM,1.52378,1.52494,1.52305,1.52412,1.52402,1.52515,1.52323,1.52434
2015-02-10 08 AM,1.52407,1.52488,1.52317,1.52348,1.52427,1.52507,1.52350,1.52369
2015-02-10 09 AM,1.52350,1.52394,1.51948,1.52020,1.52370,1.52413,1.51981,1.52038
2015-02-10 10 AM,1.52025,1.52386,1.51997,1.52252,1.52044,1.52404,1.52016,1.52270
2015-02-10 11 AM,1.52246,1.52298,1.52077,1.52123,1.52265,1.52318,1.52099,1.52143
2015-02-10 12 PM,1.52125,1.52388,1.52085,1.52239,1.52144,1.52411,1.52111,1.52259
2015-02-10 01 PM,1.52232,1.52391,1.52192,1.52279,1.52255,1.52413,1.52213,1.52302
2015-02-10 02 PM,1.52278,1.52362,1.52247,1.52346,1.52300,1.52382,1.52266,1.52372
2015-02-10 03 PM,1.52345,1.52588,1.52148,1.52579,1.52372,1.52609,1.52168,1.52597
2015-02-10 04 PM,1.52583,1.52633,1.52399,1.52503,1.52601,1.52651,1.52419,1.52520
2015-02-10 05 PM,1.52495,1.52747,1.52481,1.52570,1.52518,1.52771,1.52501,1.52588
2015-02-10 06 PM,1.52564,1.52637,1.52495,1.52527,1.52583,1.52657,1.52515,1.52548
2015-02-10 07 PM,1.52533,1.52619,1.52463,1.52527,1.52553,1.52638,1.52484,1.52548
2015-02-10 08 PM,1.52521,1.52577,1.52462,1.52559,1.52542,1.52600,1.52481,1.52583
2015-02-10 09 PM,1.52558,1.52558,1.52462,1.52515,1.52583,1.52583,1.52486,1.52569
2015-02-10 10 PM,1.52503,1.52547,1.52486,1.52538,1.52556,1.52593,1.52532,1.52569
2015-02-10 11 PM,1.52538,1.52616,1.52523,1.52576,1.52570,1.52648,1.52551,1.52599
2015-02-11,1.52575,1.52593,1.52498,1.52541,1.52601,1.52619,1.52520,1.52569
2015-02-11 01 AM,1.52537,1.52648,1.52533,1.52636,1.52562,1.52670,1.52557,1.52657
2015-02-11 02 AM,1.52642,1.52669,1.52524,1.52541,1.52659,1.52692,1.52545,1.52562
2015-02-11 03 AM,1.52540,1.52546,1.52442,1.52471,1.52560,1.52567,1.52465,1.52490
2015-02-11 04 AM,1.52463,1.52463,1.52402,1.52432,1.52487,1.52487,1.52421,1.52456
2015-02-11 05 AM,1.52428,1.52428,1.52376,1.52389,1.52448,1.52449,1.52397,1.52407
2015-02-11 06 AM,1.52391,1.52465,1.52388,1.52455,1.52415,1.52485,1.52406,1.52474
2015-02-11 07 AM,1.52448,1.52553,1.52323,1.52543,1.52469,1.52570,1.52340,1.52561
2015-02-11 08 AM,1.52536,1.52770,1.52510,1.52582,1.52557,1.52792,1.52535,1.52603
2015-02-11 09 AM,1.52588,1.52966,1.52541,1.52918,1.52608,1.52984,1.52563,1.52939
2015-02-11 10 AM,1.52913,1.52986,1.52871,1.52896,1.52933,1.53006,1.52891,1.52915
2015-02-11 11 AM,1.52891,1.52957,1.52813,1.52910,1.52910,1.52975,1.52830,1.52929
2015-02-11 12 PM,1.52915,1.52985,1.52850,1.52962,1.52936,1.53005,1.52866,1.52982
2015-02-11 01 PM,1.52961,1.52985,1.52899,1.52957,1.52982,1.53003,1.52920,1.52975
2015-02-11 02 PM,1.52952,1.52971,1.52471,1.52499,1.52970,1.52992,1.52492,1.52520
2015-02-11 03 PM,1.52495,1.52686,1.52378,1.52646,1.52513,1.52705,1.52400,1.52665
2015-02-11 04 PM,1.52643,1.52764,1.52200,1.52288,1.52660,1.52782,1.52219,1.52309
2015-02-11 05 PM,1.52293,1.52348,1.52184,1.52322,1.52315,1.52370,1.52200,1.52342
2015-02-11 06 PM,1.52327,1.52454,1.52273,1.52356,1.52349,1.52474,1.52293,1.52380
2015-02-11 07 PM,1.52353,1.52474,1.52316,1.52448,1.52373,1.52495,1.52337,1.52466
2015-02-11 08 PM,1.52452,1.52458,1.52319,1.52397,1.52471,1.52474,1.52343,1.52421
2015-02-11 09 PM,1.52394,1.52437,1.52231,1.52336,1.52414,1.52476,1.52284,1.52426
2015-02-11 10 PM,1.52292,1.52447,1.52228,1.52385,1.52382,1.52571,1.52345,1.52420
2015-02-11 11 PM,1.52385,1.52420,1.52356,1.52416,1.52421,1.52454,1.52389,1.52440
2015-02-12,1.52411,1.52477,1.52285,1.52316,1.52434,1.52504,1.52311,1.52337
2015-02-12 01 AM,1.52321,1.52390,1.52284,1.52336,1.52342,1.52414,1.52305,1.52357
2015-02-12 02 AM,1.52342,1.52342,1.52207,1.52218,1.52362,1.52363,1.52226,1.52238
2015-02-12 03 AM,1.52224,1.52270,1.52152,1.52221,1.52244,1.52294,1.52176,1.52244
2015-02-12 04 AM,1.52215,1.52226,1.52177,1.52179,1.52239,1.52255,1.52198,1.52199
2015-02-12 05 AM,1.52182,1.52250,1.52172,1.52244,1.52207,1.52271,1.52194,1.52264
2015-02-12 06 AM,1.52249,1.52325,1.52193,1.52317,1.52271,1.52347,1.52217,1.52336
2015-02-12 07 AM,1.52311,1.52500,1.52252,1.52346,1.52331,1.52519,1.52273,1.52369
2015-02-12 08 AM,1.52342,1.52526,1.52312,1.52357,1.52363,1.52554,1.52330,1.52377
2015-02-12 09 AM,1.52363,1.52702,1.52302,1.52361,1.52382,1.52738,1.52323,1.52383
